Situation,emotion,empathetic_dialogues
I don't want to go on this date.,apprehensive,"Customer :I doubt it, I'd rather not waste my time.
Agent :"
I don't want to go on this date.,apprehensive,"Customer :Don't be so negative about it. Maybe you'll really like the person.
Agent :"
I found a wallet and return it to the owner.  I am satisfied with myself.,proud,"Customer :I found a wallet and returned it to the owner.
Agent :"
I found a wallet and return it to the owner.  I am satisfied with myself.,proud,"Customer :Yes, I was very satisfied with my behavior.
Agent :"
I found a wallet and return it to the owner.  I am satisfied with myself.,proud,"Customer :That's very good of you. I would be proud of myself If I can do such a thing especially if there is a huge chunk of money in it
Agent :"
passing by an old fising spot,nostalgic,"Customer :everytime i pass by the old creek, reminds me of my grandpa and us fishing all the time
Agent :"
passing by an old fising spot,nostalgic,"Customer :thats exactly what it is. its the best
Agent :"
passing by an old fising spot,nostalgic,"Customer :That must be quite nostalgic.
Agent :"
I found out the my girlfriend's mom had diead. I had to tell her the news myself since she didn't have any other family to tell her. I've been dreading having to actually say it.,apprehensive,"Customer :I got the news that my girlfriend's mom passed away. I have to tell her the news myself since she has no other close family. I'm dreading having to actually say it to her.
Agent :"
I found out the my girlfriend's mom had diead. I had to tell her the news myself since she didn't have any other family to tell her. I've been dreading having to actually say it.,apprehensive,"Customer :Thank you very much. It is very upsetting.
Agent :"
I found out the my girlfriend's mom had diead. I had to tell her the news myself since she didn't have any other family to tell her. I've been dreading having to actually say it.,apprehensive,"Customer :I hope I'm able to. I've never really been a pillar of strength myself.
Agent :"
I found out the my girlfriend's mom had diead. I had to tell her the news myself since she didn't have any other family to tell her. I've been dreading having to actually say it.,apprehensive,"Customer :first of all my condolences for your friend, and i know how hard this is for you both
Agent :"
I found out the my girlfriend's mom had diead. I had to tell her the news myself since she didn't have any other family to tell her. I've been dreading having to actually say it.,apprehensive,"Customer :ya it feels so weak to be in that place , but you should only give the strength required for your friend to overcome this situation
Agent :"
I wanted to go out with some friends to a party tomorrow night. But all of my friends will be out of town. So I'll have no one to spend any time with.,lonely,"Customer :I've been sitting at home bored all week so I wanted to spend some time hanging out with friends tomorrow night. But apparently all of my friends are out of town. So I'll still be stuck home alone!
Agent :"
I wanted to go out with some friends to a party tomorrow night. But all of my friends will be out of town. So I'll have no one to spend any time with.,lonely,"Customer :I have no idea what to do though. I think I've done every fun thing I can by myself already this week.
Agent :"
I wanted to go out with some friends to a party tomorrow night. But all of my friends will be out of town. So I'll have no one to spend any time with.,lonely,"Customer :That is bad. I hope you will find something interesting to do.
Agent :"
I wanted to go out with some friends to a party tomorrow night. But all of my friends will be out of town. So I'll have no one to spend any time with.,lonely,"Customer :I understand. Probably, watching a new movie could be good idea.
Agent :"
"I had some tests done at the doctors yesterday, hopefully i hear good news",hopeful,"Customer :I had some tests done at the doctors yesterday, hopefully i hear good news
Agent :"
"I had some tests done at the doctors yesterday, hopefully i hear good news",hopeful,"Customer :just feeling exhausted at all times
Agent :"
"I had some tests done at the doctors yesterday, hopefully i hear good news",hopeful,"Customer :i hope all goes well. was something the matter that made you decide to have the tests done?
Agent :"
i feel down after getting fired,sad,"Customer :i lost my job today. was not my fault we got robbed
Agent :"
i feel down after getting fired,sad,"Customer :yes they took the money, but boss says its my fault they took it
Agent :"
i feel down after getting fired,sad,"Customer :Oh no I am so sorry! I bet that must have been scary too
Agent :"
"My son walked outside the other day and took his pants down.  He proceeded to pee all over the grass.  Then he said he peed on the grass, and wanted the dog to as well.",proud,"Customer :My son went into the backyard on his own yesterday, pulled his pants down, and proceeded to pee all over the grass.
Agent :"
"My son walked outside the other day and took his pants down.  He proceeded to pee all over the grass.  Then he said he peed on the grass, and wanted the dog to as well.",proud,"Customer :Ha I was pumped! He loves imitating the dog, and it's a lot easier for him to do that than me change 8 diapers all day!
Agent :"
"My son walked outside the other day and took his pants down.  He proceeded to pee all over the grass.  Then he said he peed on the grass, and wanted the dog to as well.",proud,"Customer :That is terrible. What did you do?
Agent :"
I enjoy looking at old pictures,nostalgic,"Customer :I enjoy looking at old pictures and remebering past memories
Agent :"
I enjoy looking at old pictures,nostalgic,"Customer :Yeah it's nice looking back
Agent :"
I enjoy looking at old pictures,nostalgic,"Customer :I do too. It always brings back so many good memories.
Agent :"
Roller coasters this weekend,apprehensive,"Customer :I'm kinda iffy about this weekend
Agent :"
Roller coasters this weekend,apprehensive,"Customer :Going to the amusement park.  Have never rode a rollercoaster before :/
Agent :"
Roller coasters this weekend,apprehensive,"Customer :Why?
Agent :"
Roller coasters this weekend,apprehensive,"Customer :I understand. It could be little bit scary at first but it is fun.
Agent :"
I tried to meet some friends yesterday but they were all busy.,lonely,"Customer :I tried to meet some friends yesterday but they were all busy.
Agent :"
I tried to meet some friends yesterday but they were all busy.,lonely,"Customer :I end up staying alone at home watching some movies. It was little bit boring.
Agent :"
I tried to meet some friends yesterday but they were all busy.,lonely,"Customer :Aww :(  What did you end up doing instead?
Agent :"
A friend of mine is not feeling well today.  He gave me his tickets to the Kid Rock concert tonight.,grateful,"Customer :My friend is not feeling well today.  
Agent :"
A friend of mine is not feeling well today.  He gave me his tickets to the Kid Rock concert tonight.,grateful,"Customer :Yes. Though he is not feeling well, I am fortunate that he gave me his tickets to the Kid Rock concert tonight.
Agent :"
A friend of mine is not feeling well today.  He gave me his tickets to the Kid Rock concert tonight.,grateful,"Customer :Oh no, are they going to be okay?
Agent :"
My boyfriend broke up with me.,lonely,"Customer :My boyfriend broke up with me and I understand but I miss him a lot. I liked having him around, he always made me laugh and not feel like I was doing everything on my own.
Agent :"
My boyfriend broke up with me.,lonely,"Customer :Nah, I'm doing that whole no contact thing that people suggest.
Agent :"
My boyfriend broke up with me.,lonely,"Customer :I'm sorry that happened. Do you still have contact with him?
Agent :"
My boyfriend broke up with me.,lonely,"Customer :Cliche as it is, time heals all wounds and whatnot. I hope you can find somebody just as great as him or learn to be content on your own!
Agent :"
I am waiting for my medical tests to come back. I am confident they will come back okay.,hopeful,"Customer :I am waiting for my medical tests to come back.
Agent :"
